GET,POST,COOKIE,REQUEST,FILES,SESSION,elseif,for,foreach,DEF,FAF,RCF,ICF,maxWordLen,maxLineLen,entropy,Type
0,0,0,0,0,0,0,0.683,0,0,0,0,0,161,0,5.34,1
0,0,0,0,0,0,0.361,1.205,0.964,2,15,1,21,152,173,5.595,1
53,39,0,2,3,0,1.61,0.179,0.268,1,23,0,38,114,459,5.834,1
0,1,0,0,0,0,0.781,0,0,0,2,0,0,453,114,5.152,1
2,2,0,0,0,0,0,2.857,0,0,4,0,0,42,184,5.41,1
3,7,0,0,3,7,1.89,0,1.203,0,8,3,23,100,359,5.357,1
14,31,0,0,4,33,2.128,0.532,0,0,22,6,37,178,424,5.601,1
0,38,0,0,2,12,2.866,0.955,0,2,22,0,24,108,384,5.524,1
0,0,0,0,0,0,0.769,0.385,0,0,1,0,1,77,115,5.563,1
3,42,0,0,0,0,0.511,0.255,0.255,1,14,1,33,110,476,5.534,1
1,2,0,0,0,0,0.637,0,0,0,6,4,7,167,229,5.387,1
0,0,0,0,0,0,0,1.923,0,0,0,0,0,29,0,5.483,1
0,0,0,0,0,0,0,1.587,0,0,0,0,0,43,0,4.151,1
0,0,0,0,0,0,0,0,0.962,0,1,0,0,42,72,5.289,1
0,0,0,0,0,0,0,0.683,0,0,0,0,0,161,0,5.341,1
0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,5.316,1
15,9,2,7,0,0,2.633,0.289,2.087,18,142,41,257,422,1459,5.589,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2980,0,5.543,1
0,2,0,14,6,0,0.787,0,0,0,1,0,0,89,129,5.428,1
1,0,0,1,7,0,0,0,0,0,1,0,1,100,153,5.249,1
0,0,0,0,0,0,0.18,0.09,0,0,0,0,0,105,0,4.934,1
0,35,0,0,2,0,7.17,1.132,0.377,4,8,0,26,144,1134,5.527,1
0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,5.183,1
0,0,0,0,0,0,0,0.96,0,0,0,0,0,95,0,4.809,1
1,3,3,3,0,0,0,0.926,0.926,0,2,0,2,39,120,5.099,1
0,21,0,0,0,0,0.129,2.07,0.086,0,135,15,327,350,604,5.489,1
12,3,3,0,0,0,4.435,0,0.806,0,3,1,19,62843,62952,6.118,1
0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,4.965,1
0,0,0,0,0,0,0,2.703,0,0,0,0,0,326,0,6.238,1
3,43,2,15,0,0,2.971,0.29,2.319,18,131,51,207,422,1458,5.439,1
14,4,0,22,0,14,0.209,0.628,0.732,1,12,2,129,1047,1047,5.958,1
0,0,0,0,0,0,0,1.244,0,0,15,4,18,118,1521,5.438,1
9,3,0,2,0,0,1.108,0.277,0.277,2,16,0,36,92,562,5.64,1
1,0,1,0,0,0,1.619,0.226,1.431,17,77,10,119,614,565,5.815,1
0,0,0,11,0,0,0.581,0,0,2,0,0,9,72,371,5.328,1
0,4,0,1,0,0,0,0,0,0,2,0,2,92,451,5.719,1
0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,5.322,1
7,330,0,0,0,0,0.324,0.433,1.028,5,45,10,141,560,378,6.001,1
8,368,11,0,0,0,0.279,0.418,0.929,6,69,7,199,560,372,5.794,1
0,0,0,0,0,0,0,0.154,0,0,0,0,0,79,0,4.625,1
0,0,0,0,0,0,0,1.244,0,0,15,4,18,118,1521,5.438,1
0,0,0,0,0,0,1.887,0.943,0,0,1,0,1,44,106,5.581,1
0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,5.195,1
0,0,0,0,0,0,0.195,1.167,0.681,7,29,1,188,152,177,5.575,1
0,0,0,0,0,0,0.145,0.145,0,0,0,0,0,94,0,5.358,1
0,0,0,0,0,0,0,0.513,0,0,0,0,0,79,0,4.753,1
7,330,0,0,0,0,0.324,0.433,1.028,5,45,10,141,560,372,5.856,1
240,243,13,0,3,0,0.564,2.537,0.676,8,51,8,201,5035,7566,5.904,1
0,0,0,0,0,0,0,2.105,0,0,0,0,0,53,0,5.223,1
0,0,0,0,0,0,0,0.271,0,0,0,0,0,427,0,5.345,1
0,0,0,0,0,0,0.769,0,0.44,0,7,0,48,92,459,4.454,1
0,0,0,0,0,0,0.822,0.274,0,0,4,0,36,92,452,5.131,1
0,0,0,0,0,0,0,0,0,0,1,0,2,56,317,5.212,1
1,0,1,0,0,0,1.602,0.209,1.219,17,78,9,123,386,591,5.945,1
0,0,0,0,0,0,0.091,1.188,0.366,0,24,0,2,92,465,4.752,1
7,52,0,7,2,0,0.991,0.396,0.661,1,31,1,116,174,183,5.418,1
0,20,0,1,0,46,0,0.897,0.448,0,0,0,9,62,135,5.125,1
0,24,0,0,0,0,0.862,0,0.575,1,20,2,42,92,602,5.622,1
0,42,0,0,2,0,0,2.395,0,16,18,0,15,265,452,5.608,1
0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,6.19,1
2,2,0,0,0,0,1.575,0.225,0,0,1,0,84,81,293,5.308,1
0,21,0,0,0,0,0.113,1.809,0.075,0,135,15,352,350,604,5.522,1
1,2,0,0,0,0,0.637,0,0,0,6,4,7,167,229,5.387,1
3,3,2,7,0,0,3.13,0.348,2.589,17,133,49,211,422,1458,5.387,1
240,243,13,0,3,0,0.562,2.53,0.675,8,51,8,201,5035,7566,5.904,1
7,213,0,0,0,0,0.354,0.354,0.531,5,48,10,120,118,378,5.972,1
0,0,0,0,0,0,0,0,0.855,0,3,0,11,92,557,5.3,1
0,0,0,0,0,0,0,0,0,0,1,0,2,56,317,5.212,1
7,330,0,0,0,0,0.324,0.432,1.026,5,46,10,138,560,1073,5.927,1
0,0,0,0,0,0,0,2.703,0,0,0,0,0,326,0,6.238,1
0,0,0,0,0,0,0.18,0.09,0,0,0,0,0,105,0,4.934,1
0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,5.322,1
0,0,0,0,0,0,1.942,0.971,0,0,1,0,1,44,115,5.266,1
3,43,2,15,0,0,2.971,0.29,2.319,18,131,51,207,422,1458,5.439,1
111,88,0,0,42,3,0.324,0.809,0.378,12,51,99,112,8867,8885,5.771,1
0,3,0,8,0,0,4.43,1.266,0.633,0,0,0,0,69,0,5.166,1
0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,5.53,1
4,3,5,269,5,0,1.772,0.85,1.347,3,152,14,227,240,2922,5.618,1
2,20,0,0,6,0,0.568,0,0,4,1,0,5,39,102,5.658,1
0,0,0,0,0,0,0,0.595,0,0,0,0,7,92,546,5.339,1
0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,4.476,1
2,20,0,0,6,0,0.565,0,0,4,1,0,5,92,451,5.774,1
0,0,0,0,0,0,0.145,0.145,0,0,0,0,0,94,0,5.358,1
0,0,0,0,0,0,0,0.985,0,0,0,0,0,89,0,5.018,1
0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,5.348,1
0,0,0,0,0,0,0,0.155,0,0,0,0,0,79,0,5.091,1
0,0,0,0,0,0,0,0,0.855,0,3,0,11,92,557,5.3,1
3,42,0,0,0,0,0.41,0.205,0.205,1,14,1,33,110,476,5.482,1
15,48,2,7,0,0,2.689,0.275,1.986,18,152,52,304,31483,31483,5.877,1
7,54,0,7,2,0,1.37,0.599,0.856,1,32,2,115,174,189,4.937,1
0,0,2,0,0,0,0.442,0.442,5.973,0,0,0,0,81,0,4.941,1
1,0,0,0,0,0,0,2.899,0,0,0,0,0,43,177,5.177,1
0,16,0,0,0,0,0,1.075,0,0,0,0,0,47,224,5.32,1
0,7,0,0,0,0,0,0.699,0,0,0,0,7,37,162,5.278,1
0,252,42,0,2,0,2.06,0.957,1.84,0,0,0,0,771,0,3.561,1
0,252,42,0,2,0,1.894,0.88,1.691,0,0,0,0,784,0,5.519,1
0,0,0,16,0,0,0,0.171,2.73,0,27,0,51,65,742,5.304,1
0,69,2,4,0,0,3.108,0.319,2.351,17,124,48,285,641,1572,5.399,1
15,48,2,7,0,0,2.68,0.305,1.98,18,152,52,304,31483,31483,5.913,1
130,51,2,49,2,0,0.136,0.045,1.045,3,61,7,103,1355,1403,5.312,1
3,7,0,0,3,7,1.89,0,1.203,0,8,3,23,100,359,5.357,1
1,230,0,0,2,28,1.19,0.666,1.285,2,107,18,130,1115,2055,4.477,1
28,2,0,0,3,0,1.961,0,0.871,0,31,11,9,167,177,4.974,1
55,84,14,4,2,0,1.468,0.294,0.503,3,126,52,85,6703,6715,5.764,1
15,11,0,0,9,4,1.169,0.13,0.26,0,30,17,26,62,290,5.502,1
7,9,0,0,2,0,0,0.283,0.567,0,4,17,33,900,162,5.545,1
55,300,1,2,10,0,1.238,2.762,0.19,12,96,13,260,113105,4838,5.644,1
11,367,2,0,0,0,0.279,0.465,0.977,6,58,10,157,560,381,5.822,1
7,33,0,0,3,2,3.727,0.311,1.553,0,5,5,26,92,155,5.143,1
4,4,38,0,6,0,7.017,0.387,2.368,10,21,1,29,40319,40328,6.097,1
0,252,42,0,2,0,1.886,0.943,1.684,0,0,0,0,784,0,5.514,1
116,185,0,4,5,3,2.689,0.209,0.603,3,224,40,382,64235,64246,6.142,1
0,0,2,3,0,0,0.311,0.311,4.355,0,40,0,2,81,182,5.045,1
8,217,0,5,12,0,1.566,0.671,0.252,17,82,7,101,146,167,5.613,1
0,198,0,0,2,30,1.667,0.985,2.121,3,83,16,145,771,2055,3.505,1
0,24,0,0,2,0,0,0.676,0,0,1,0,7,46,277,5.064,1
20,34,0,4,4,0,0.647,0.216,1.509,9,11,15,39,92,492,5.29,1
0,127,39,0,2,0,20.183,7.339,12.844,0,0,0,0,254,0,5.527,1
2,33,1,0,2,0,0.952,0.857,0.381,3,32,2,68,164,388,5.057,1
0,5,0,0,0,0,0,0,0,0,0,0,0,36,87,5.263,1
0,0,0,0,0,0,0,0,0,0,14,0,0,39,86,5.522,1
6,52,0,0,2,0,0.783,0.783,1.305,1,37,5,42,134,343,5.337,1
0,0,0,10,0,0,3.876,0,0,0,30,0,0,100,208,4.329,1
4,4,38,0,6,0,7.02,0.388,2.369,10,21,1,29,40319,40328,6.097,1
9,30,0,1,3,0,6.465,0.202,1.616,6,28,0,21,257,659,5.608,1
0,252,42,0,2,0,14.894,6.915,13.298,0,0,0,0,784,0,5.542,1
1,0,0,0,0,0,0,2.899,0,0,0,0,0,43,177,5.161,1
0,5,0,0,0,0,0,0,0,0,0,0,2,36,235,5.429,1
3,3,2,7,0,0,2.765,0.337,2.259,18,137,47,251,422,1477,5.626,1
11,367,2,0,0,0,0.279,0.465,0.977,6,58,10,157,900,908,5.844,1
34,23,0,0,4,81,0,0.214,0.534,3,28,4,112,150,415,5.554,1
2,4,0,0,3,3,1.515,0,0,0,0,0,0,54,0,5.579,1
0,69,2,4,0,0,3.15,0.323,2.383,17,126,49,424,641,4179,5.397,1
1,146,0,2,3,4,3.455,0.813,3.049,13,26,8,254,135,3049,5.462,1
16,511,12,0,0,2,0.167,0.667,0.792,6,87,16,179,560,370,5.867,1
0,0,0,0,0,0,0,1.166,0,0,26,4,22,122,180,5.481,1
118,109,0,9,5,18,15.468,5.036,6.115,3,322,21,341,3392,18177,5.728,1
0,0,0,0,0,0,0.179,0.09,0,0,0,0,0,900,0,5.433,1
7,29,0,0,3,0,4.196,0.35,1.399,0,4,5,25,92,128,5.012,1
5,65,0,0,2,0,0.712,0.427,0.427,11,11,0,17,14034,314,5.944,1
0,251,42,0,2,0,1.896,0.88,1.693,0,0,0,0,784,0,5.532,1
10,26,0,0,2,0,1.099,0.22,0.22,0,16,4,37,59,248,4.668,1
0,35,0,4,2,0,11.94,2.985,7.463,0,23,3,45,202,3036,5.785,1
0,0,0,0,0,0,0.894,1.277,0,1,73,16,40,82,134,3.749,1
3,3,2,7,0,0,2.796,0.311,2.313,17,131,49,244,422,1458,5.616,1
0,3,2,0,3,0,2.087,0.447,1.193,3,116,24,215,311,482,5.525,1
6,52,0,0,2,0,0.77,0.684,1.283,1,37,5,41,900,908,5.42,1
4,4,0,0,3,3,2.74,0,0,0,10,0,10,54,349,5.618,1
11,442,2,0,0,0,0.289,0.529,1.154,7,57,10,175,349,388,5.732,1
2,4,0,0,3,3,1.176,0,0,0,0,0,0,52,0,5.237,1
1,5,2,0,4,14,1.828,0.718,1.371,3,89,25,119,254,540,5.642,1
0,10,0,0,4,0,0.623,0.312,0,0,4,0,17,94,332,5.396,1
5,65,0,0,2,0,0.718,0.287,0.431,11,11,0,17,14034,314,5.996,1
16,239,6,0,0,1,0.25,0.625,1.126,5,31,0,62,132,399,4.445,1
0,8,0,0,5,0,0.931,0.414,2.378,1,12,8,38,148,174,5.067,1
12,243,5,6,8,46,5.205,3.943,1.025,5,67,6,32,252,4548,5.385,1
3,3,2,7,0,0,3.13,0.348,2.589,17,133,49,211,422,1458,5.386,1
